Time, Currents, Velocities, Positions
1.592790842056274414e+00,1.140599965999999910e+00,1.884955592153875870e+00,7.766899999997222137e-01
1.603630304336547852e+00,1.372200011999999969e+00,1.884955592153875870e+00,7.807014823803315462e-01
1.614323139190673828e+00,1.399399996000000090e+00,1.853539665617977894e+00,7.972793353752999357e-01
1.625510692596435547e+00,1.337599992999999987e+00,1.869247628885926771e+00,8.012751713678571974e-01
1.637055635452270508e+00,1.126500009999999996e+00,1.884955592153875870e+00,8.181080946686002386e-01
1.647825717926025391e+00,1.207999945000000075e+00,1.900663555421824746e+00,8.221371872468291597e-01
1.658584833145141602e+00,1.077499986000000076e+00,1.869247628885926771e+00,8.387050389815847717e-01
1.669812202453613281e+00,1.012500047999999930e+00,1.853539665617977894e+00,8.426163218353041051e-01
1.680817604064941406e+00,1.017699957000000044e+00,1.822123739082079918e+00,8.588624053672938574e-01
1.692179679870605469e+00,1.023800014999999952e+00,1.837831702350029017e+00,8.627950413121202589e-01
1.703385353088378906e+00,1.083699941999999972e+00,1.837831702350029017e+00,8.773720312247769160e-01
1.713732242584228516e+00,1.033400059000000093e+00,1.837831702350029017e+00,8.812855229322910100e-01
1.725721597671508789e+00,8.664000029999999741e-01,1.759291886010284189e+00,8.971505658329195221e-01
1.735842227935791016e+00,9.548000100000000323e-01,1.727875959474386214e+00,9.007967155454352781e-01
1.747656106948852539e+00,8.611999750000000065e-01,1.665044106402590263e+00,9.158251253047159368e-01
1.758034706115722656e+00,1.253900051000000015e+00,1.680752069670539361e+00,9.194087497836030964e-01
1.768720388412475586e+00,9.491999749999999736e-01,1.680752069670539361e+00,9.343059122841169684e-01
1.779677867889404297e+00,9.735999699999999812e-01,1.665044106402590263e+00,9.378559119826734847e-01
1.790774822235107422e+00,8.812999729999999587e-01,1.633628179866692287e+00,9.525742735647416692e-01
1.801664829254150391e+00,9.460999970000000259e-01,1.602212253330794534e+00,9.560083041979242635e-01
1.813443899154663086e+00,7.882999779999999568e-01,1.570796326794896558e+00,9.702060941383552350e-01
1.823812961578369141e+00,9.983000159999999568e-01,1.570796326794896558e+00,9.735383912049553334e-01
1.834273815155029297e+00,8.731999990000000045e-01,1.555088363526947459e+00,9.857906025539554529e-01
1.844660997390747070e+00,7.436000109999999497e-01,1.570796326794896558e+00,9.891166412538300312e-01
1.855384111404418945e+00,8.234999779999999658e-01,1.507964473723100607e+00,1.002759007352043819e+00
1.865870475769042969e+00,6.700999739999999871e-01,1.507964473723100607e+00,1.005973126499475123e+00
1.876443386077880859e+00,6.553999780000000497e-01,1.413716694115406902e+00,1.018981528939131742e+00
1.887019634246826172e+00,7.498000259999999528e-01,1.413716694115406902e+00,1.021997457886577809e+00
1.897485256195068359e+00,6.182000039999999697e-01,1.335176877775662074e+00,1.035421814733392010e+00
1.908441543579101562e+00,9.341999890000000084e-01,1.319468914507712975e+00,1.038214028040542525e+00
1.919254302978515625e+00,5.986999870000000445e-01,1.272345024703866123e+00,1.049682804721553842e+00
1.930242538452148438e+00,7.508999710000000549e-01,1.256637061435917246e+00,1.052376720422007139e+00
1.940909624099731445e+00,7.184000019999999820e-01,1.256637061435917246e+00,1.063570484909556413e+00
1.951819896697998047e+00,6.438000200000000284e-01,1.240929098167968148e+00,1.066187701452805836e+00
1.963489532470703125e+00,5.063999890000000503e-01,1.178097245096172418e+00,1.076798430640305337e+00
1.973756313323974609e+00,6.036000249999999845e-01,1.162389281828223320e+00,1.079262740214237404e+00
1.984659910202026367e+00,6.442999839999999923e-01,1.083849465488478492e+00,1.089196186322079374e+00
1.995745897293090820e+00,5.547999740000000291e-01,1.083849465488478492e+00,1.091489548959200029e+00
2.007650613784790039e+00,6.554999950000000020e-01,1.036725575684631639e+00,1.100707914229532181e+00
2.018217802047729492e+00,5.667999980000000271e-01,9.896016858807847871e-01,1.102783574548855228e+00
2.029075860977172852e+00,5.483999849999999787e-01,9.581857593448868116e-01,1.111415100364593345e+00
2.040602207183837891e+00,4.555000069999999845e-01,9.267698328089889470e-01,1.113408048204214351e+00
2.051038980484008789e+00,3.296000060000000009e-01,8.796459430051420947e-01,1.121497649287207965e+00
2.061735630035400391e+00,3.082000019999999729e-01,8.796459430051420947e-01,1.123370701070638189e+00
2.073006391525268555e+00,4.309000069999999738e-01,8.168140899333461435e-01,1.130822288982144208e+00
2.083822011947631836e+00,4.433000089999999949e-01,8.011061266653972668e-01,1.132524639501308217e+00
2.094956159591674805e+00,4.593000110000000080e-01,7.225663103256524389e-01,1.139212182026364761e+00
2.106059551239013672e+00,3.601999880000000265e-01,6.911503837897544633e-01,1.140692780400641704e+00
2.116851806640625000e+00,3.456999960000000094e-01,6.283185307179586232e-01,1.146571362817398798e+00
2.128252029418945312e+00,3.768999869999999919e-01,6.126105674500096354e-01,1.147847511996646919e+00
2.138896226882934570e+00,3.422000110000000261e-01,5.183627878423158197e-01,1.152838840161310552e+00
2.149806499481201172e+00,3.732999859999999726e-01,5.026548245743668319e-01,1.153920848967663115e+00
2.160532712936401367e+00,2.635000049999999816e-01,4.398229715025710473e-01,1.158040016662137406e+00
2.171610116958618164e+00,2.874000070000000129e-01,4.241150082346220596e-01,1.158945433717998297e+00
2.183070421218872070e+00,2.213999929999999894e-01,3.926990816987241395e-01,1.161961362665444586e+00
2.193576335906982422e+00,1.785999980000000098e-01,3.298672286269282439e-01,1.162668221012502334e+00
2.204173326492309570e+00,1.978999969999999942e-01,2.513274122871834160e-01,1.165534678636357402e+00
2.214731454849243164e+00,2.143999930000000109e-01,2.513274122871834160e-01,1.166063104573787701e+00
2.224963188171386719e+00,1.040000019999999942e-01,1.884955592153875759e-01,1.167645436200487996e+00
2.235503911972045898e+00,1.002999990000000008e-01,1.570796326794896558e-01,1.167998865374016981e+00
2.245852470397949219e+00,1.314000039999999869e-01,1.099557428756427618e-01,1.169253661776317177e+00
2.256259679794311523e+00,1.102999969999999968e-01,1.099557428756427618e-01,1.169471732602932690e+00
2.267108201980590820e+00,4.149999800000000322e-02,3.141592653589792700e-02,1.169980032241187073e+00
2.277686119079589844e+00,5.979999899999999952e-02,0.000000000000000000e+00,1.170007644013178583e+00
2.288175344467163086e+00,-9.610000300000000328e-02,0.000000000000000000e+00,1.170039059939714576e+00
2.298514127731323242e+00,-1.174999999999999933e-01,-1.570796326794896350e-02,1.170019547821902428e+00
2.308925390243530273e+00,-2.248000059999999967e-01,0.000000000000000000e+00,1.169848723721363504e+00
2.319674015045166016e+00,-2.250999959999999966e-01,-1.570796326794896350e-02,1.169785891868291516e+00
2.330348491668701172e+00,-2.419999989999999934e-01,-3.141592653589792700e-02,1.169542418437638398e+00
2.341362714767456055e+00,-2.752000090000000232e-01,-3.141592653589792700e-02,1.169469769107524204e+00
2.352846622467041016e+00,-3.133000140000000155e-01,-3.141592653589792700e-02,1.169208378545649074e+00
2.363368988037109375e+00,-3.734000029999999803e-01,-3.141592653589792700e-02,1.169121984747675258e+00
2.374380588531494141e+00,-4.424999949999999793e-01,-3.141592653589792700e-02,1.168772728237508884e+00
2.385508537292480469e+00,-4.316000039999999816e-01,-3.141592653589792700e-02,1.168682161776172679e+00
2.396130800247192383e+00,-4.875000119999999826e-01,-3.141592653589792700e-02,1.168433043531839521e+00
2.406691074371337891e+00,-5.066000219999999832e-01,-1.570796326794896350e-02,1.168409235914392053e+00
2.417254686355590820e+00,-5.462999939999999555e-01,-1.570796326794896350e-02,1.168305170657741865e+00
2.427679777145385742e+00,-5.462999939999999555e-01,0.000000000000000000e+00,1.168309343321104476e+00
2.438344478607177734e+00,-5.874000190000000510e-01,0.000000000000000000e+00,1.168246511468032711e+00
2.449124574661254883e+00,-5.669999719999999632e-01,0.000000000000000000e+00,1.168246511468032711e+00
2.459528684616088867e+00,-5.873000029999999594e-01,0.000000000000000000e+00,1.168215095541496718e+00
2.470540761947631836e+00,-5.680000189999999671e-01,-1.570796326794896350e-02,1.168195214914866220e+00
2.481397628784179688e+00,-6.288999920000000188e-01,0.000000000000000000e+00,1.168120847761888959e+00
2.492853641510009766e+00,-6.112999919999999587e-01,-1.570796326794896350e-02,1.168093113153624740e+00
2.503546953201293945e+00,-6.736999750000000065e-01,-1.570796326794896350e-02,1.167959595465847045e+00
2.513721466064453125e+00,-6.847000119999999690e-01,-3.141592653589792700e-02,1.167888909631141336e+00
2.525403499603271484e+00,-6.919999719999999632e-01,-3.141592653589792700e-02,1.167698573412790264e+00
2.536960363388061523e+00,-7.178000209999999548e-01,-1.570796326794896350e-02,1.167667157486254270e+00
2.547890424728393555e+00,-7.218000289999999541e-01,-3.141592653589792700e-02,1.167435342191779357e+00
2.558607101440429688e+00,-7.405999899999999858e-01,-3.141592653589792700e-02,1.167374719506661496e+00
2.569397211074829102e+00,-7.005000110000000335e-01,-4.712388980384689396e-02,1.166982020424962796e+00
2.580243110656738281e+00,-7.304999829999999639e-01,-6.283185307179585399e-02,1.166846539241776615e+00
2.591324567794799805e+00,-8.313999770000000122e-01,-7.853981633974482790e-02,1.166259454114637162e+00
2.602789878845214844e+00,-8.521999719999999723e-01,-6.283185307179585399e-02,1.166139680894718866e+00
2.613222360610961914e+00,-8.137999769999999522e-01,-9.424777960769378793e-02,1.165389502812401723e+00
2.624864578247070312e+00,-8.307999969999999568e-01,-1.099557428756427618e-01,1.165173395481194696e+00
2.635317087173461914e+00,-8.080000280000000368e-01,-1.570796326794896558e-01,1.164076047220392152e+00
2.646237373352050781e+00,-7.376999859999999742e-01,-1.413716694115406958e-01,1.163795144540704873e+00
2.657677173614501953e+00,-8.030999899999999858e-01,-1.884955592153875759e-01,1.162251714313356166e+00
2.668331384658813477e+00,-8.676000240000000252e-01,-2.042035224833365359e-01,1.161811891341853586e+00
2.679450035095214844e+00,-7.810999749999999464e-01,-2.199114857512855237e-01,1.159907423631887369e+00
2.690783023834228516e+00,-7.689999939999999645e-01,-2.199114857512855237e-01,1.159424280925125395e+00
2.702282905578613281e+00,-8.587999939999999555e-01,-2.984513020910303238e-01,1.156971875159916729e+00
2.713195323944091797e+00,-8.930000070000000401e-01,-3.141592653589793116e-01,1.156322203852250929e+00
2.723366022109985352e+00,-9.531999829999999729e-01,-3.298672286269282439e-01,1.153514282581832306e+00
2.734196901321411133e+00,-9.211999770000000032e-01,-3.141592653589793116e-01,1.152844853483808718e+00
2.746686697006225586e+00,-9.639999870000000026e-01,-3.612831551628262194e-01,1.150040982040479776e+00
2.756964206695556641e+00,-9.208999869999999754e-01,-3.769911184307751517e-01,1.149222204455137897e+00
2.767733097076416016e+00,-1.024000049000000079e+00,-3.926990816987241395e-01,1.145717119478431245e+00
2.778590440750122070e+00,-8.838999870000000536e-01,-4.241150082346220596e-01,1.144792558813576333e+00
2.789353847503662109e+00,-9.962000250000000445e-01,-4.869468613064178997e-01,1.140698425214321743e+00
2.799962520599365234e+00,-1.129099964999999983e+00,-5.026548245743668319e-01,1.139675566942769169e+00
2.810781955718994141e+00,-1.106400013000000015e+00,-5.340707511102648075e-01,1.135032023137954482e+00
2.821425676345825195e+00,-1.014000057999999926e+00,-5.654866776461627831e-01,1.133838217929590497e+00
2.833087921142578125e+00,-1.139400004999999938e+00,-6.283185307179586232e-01,1.128562182930695323e+00
2.843486785888671875e+00,-1.089800000000000102e+00,-6.440264939859076110e-01,1.127227006052919700e+00
2.854180574417114258e+00,-1.100399971000000088e+00,-6.911503837897544633e-01,1.121369776413110531e+00
2.865347385406494141e+00,-1.077999949000000068e+00,-6.911503837897544633e-01,1.119911144997145058e+00
