Times (s), Currents (A), Velocities (rads^-1), Positions(rads)
19.362,0,-1.51623e-09,-2.99407e-08
19.364,0,4.4285e-08,-3.48269e-08
19.366,0,5.32717e-08,-3.51568e-08
19.368,0,1.51623e-09,-2.9941e-08
19.37,0,-4.4285e-08,-3.48295e-08
19.372,0,-5.32717e-08,-3.51592e-08
19.374,0,-1.51623e-09,-2.99407e-08
19.376,0,4.4285e-08,-3.48269e-08
19.378,0,5.32717e-08,-3.51568e-08
19.38,0,1.51623e-09,-2.9941e-08
19.382,0,-4.4285e-08,-3.48295e-08
19.384,0,-5.32717e-08,-3.51592e-08
19.386,0,-1.51623e-09,-2.99407e-08
19.388,0,4.4285e-08,-3.48269e-08
19.39,0,5.32717e-08,-3.51568e-08
19.392,0,1.51623e-09,-2.9941e-08
19.394,0,-4.4285e-08,-3.48295e-08
19.396,0,-5.32717e-08,-3.51592e-08
19.398,0,-1.51623e-09,-2.99407e-08
19.4,0,4.4285e-08,-3.48269e-08
19.402,0,5.32717e-08,-3.51568e-08
19.404,0,1.51623e-09,-2.9941e-08
19.406,0,-4.4285e-08,-3.48295e-08
19.408,0,-5.32717e-08,-3.51592e-08
19.41,0,-1.51623e-09,-2.99407e-08
19.412,0,4.4285e-08,-3.48269e-08
19.414,0,5.32717e-08,-3.51568e-08
19.416,0,1.51623e-09,-2.9941e-08
19.418,0,-4.4285e-08,-3.48295e-08
19.42,0,-5.32717e-08,-3.51592e-08
19.422,0,-1.51623e-09,-2.99407e-08
19.424,0,4.4285e-08,-3.48269e-08
19.426,0,5.32717e-08,-3.51568e-08
19.428,0,1.51623e-09,-2.9941e-08
19.43,0,-4.4285e-08,-3.48295e-08
19.432,0,-5.32717e-08,-3.51592e-08
19.434,0,-1.51623e-09,-2.99407e-08
19.436,0,4.4285e-08,-3.48269e-08
19.438,0,5.32717e-08,-3.51568e-08
19.44,0,1.51623e-09,-2.9941e-08
19.442,0,-4.4285e-08,-3.48295e-08
19.444,0,-5.32717e-08,-3.51592e-08
19.446,0,-1.51623e-09,-2.99407e-08
19.448,0,4.4285e-08,-3.48269e-08
19.45,0,5.32717e-08,-3.51568e-08
19.452,0,1.51623e-09,-2.9941e-08
19.454,0,-4.4285e-08,-3.48295e-08
19.456,0,-5.32717e-08,-3.51592e-08
19.458,0,-1.51623e-09,-2.99407e-08
19.46,0,4.4285e-08,-3.48269e-08
19.462,0,5.32717e-08,-3.51568e-08
19.464,0,1.51623e-09,-2.9941e-08
19.466,0,-4.4285e-08,-3.48295e-08
19.468,0,-5.32717e-08,-3.51592e-08
19.47,0,-1.51623e-09,-2.99407e-08
19.472,0,4.4285e-08,-3.48269e-08
19.474,0,5.32717e-08,-3.51568e-08
19.476,0,1.51623e-09,-2.9941e-08
19.478,0,-4.4285e-08,-3.48295e-08
19.48,0,-5.32717e-08,-3.51592e-08
19.482,0,-1.51623e-09,-2.99407e-08
19.484,0,4.4285e-08,-3.48269e-08
19.486,0,5.32717e-08,-3.51568e-08
19.488,0,1.51623e-09,-2.9941e-08
19.49,0,-4.4285e-08,-3.48295e-08
19.492,0,-5.32717e-08,-3.51592e-08
19.494,0,-1.51623e-09,-2.99407e-08
19.496,0,4.4285e-08,-3.48269e-08
19.498,0,5.32717e-08,-3.51568e-08
19.5,0,1.51623e-09,-2.9941e-08
19.502,0,-4.4285e-08,-3.48295e-08
19.504,0,-5.32717e-08,-3.51592e-08
19.506,0,-1.51623e-09,-2.99407e-08
19.508,0,4.4285e-08,-3.48269e-08
19.51,0,5.32717e-08,-3.51568e-08
19.512,0,1.51623e-09,-2.9941e-08
19.514,0,-4.4285e-08,-3.48295e-08
19.516,0,-5.32717e-08,-3.51592e-08
19.518,0,-1.51623e-09,-2.99407e-08
19.52,0,4.4285e-08,-3.48269e-08
19.522,0,5.32717e-08,-3.51568e-08
19.524,0,1.51623e-09,-2.9941e-08
19.526,0,-4.4285e-08,-3.48295e-08
19.528,0,-5.32717e-08,-3.51592e-08
19.53,0,-1.51623e-09,-2.99407e-08
19.532,0,4.4285e-08,-3.48269e-08
19.534,0,5.32717e-08,-3.51568e-08
19.536,0,1.51623e-09,-2.9941e-08
19.538,0,-4.4285e-08,-3.48295e-08
19.54,0,-5.32717e-08,-3.51592e-08
19.542,0,-1.51623e-09,-2.99407e-08
19.544,0,4.4285e-08,-3.48269e-08
19.546,0,5.32717e-08,-3.51568e-08
19.548,0,1.51623e-09,-2.9941e-08
19.55,0,-4.4285e-08,-3.48295e-08
19.552,0,-5.32717e-08,-3.51592e-08
19.554,0,-1.51623e-09,-2.99407e-08
19.556,0,4.4285e-08,-3.48269e-08
19.558,0,5.32717e-08,-3.51568e-08
19.56,0,1.51623e-09,-2.9941e-08
19.562,0,-4.4285e-08,-3.48295e-08
19.564,0,-5.32717e-08,-3.51592e-08
19.566,0,-1.51623e-09,-2.99407e-08
19.568,0,4.4285e-08,-3.48269e-08
19.57,0,5.32717e-08,-3.51568e-08
19.572,0,1.51623e-09,-2.9941e-08
19.574,0,-4.4285e-08,-3.48295e-08
19.576,0,-5.32717e-08,-3.51592e-08
19.578,0,-1.51623e-09,-2.99407e-08
19.58,0,4.4285e-08,-3.48269e-08
19.582,0,5.32717e-08,-3.51568e-08
19.584,0,1.51623e-09,-2.9941e-08
19.586,0,-4.4285e-08,-3.48295e-08
19.588,0,-5.32717e-08,-3.51592e-08
19.59,0,-1.51623e-09,-2.99407e-08
19.592,0,4.4285e-08,-3.48269e-08
19.594,0,5.32717e-08,-3.51568e-08
19.596,0,1.51623e-09,-2.9941e-08
19.598,0,-4.4285e-08,-3.48295e-08
19.6,0,-5.32717e-08,-3.51592e-08
19.602,0,-1.51623e-09,-2.99407e-08
19.604,0,4.4285e-08,-3.48269e-08
19.606,0,5.32717e-08,-3.51568e-08
19.608,0,1.51623e-09,-2.9941e-08
19.61,0,-4.4285e-08,-3.48295e-08
19.612,0,-5.32717e-08,-3.51592e-08
19.614,0,-1.51623e-09,-2.99407e-08
19.616,0,4.4285e-08,-3.48269e-08
19.618,0,5.32717e-08,-3.51568e-08
19.62,0,1.51623e-09,-2.9941e-08
19.622,0,-4.4285e-08,-3.48295e-08
19.624,0,-5.32717e-08,-3.51592e-08
19.626,0,-1.51623e-09,-2.99407e-08
19.628,0,4.4285e-08,-3.48269e-08
19.63,0,5.32717e-08,-3.51568e-08
19.632,0,1.51623e-09,-2.9941e-08
19.634,0,-4.4285e-08,-3.48295e-08
19.636,0,-5.32717e-08,-3.51592e-08
19.638,0,-1.51623e-09,-2.99407e-08
19.64,0,4.4285e-08,-3.48269e-08
19.642,0,5.32717e-08,-3.51568e-08
19.644,0,1.51623e-09,-2.9941e-08
19.646,0,-4.4285e-08,-3.48295e-08
19.648,0,-5.32717e-08,-3.51592e-08
19.65,0,-1.51623e-09,-2.99407e-08
19.652,0,4.4285e-08,-3.48269e-08
19.654,0,5.32717e-08,-3.51568e-08
19.656,0,1.51623e-09,-2.9941e-08
19.658,0,-4.4285e-08,-3.48295e-08
19.66,0,-5.32717e-08,-3.51592e-08
19.662,0,-1.51623e-09,-2.99407e-08
19.664,0,4.4285e-08,-3.48269e-08
19.666,0,5.32717e-08,-3.51568e-08
19.668,0,1.51623e-09,-2.9941e-08
19.67,0,-4.4285e-08,-3.48295e-08
19.672,0,-5.32717e-08,-3.51592e-08
19.674,0,-1.51623e-09,-2.99407e-08
19.676,0,4.4285e-08,-3.48269e-08
19.678,0,5.32717e-08,-3.51568e-08
19.68,0,1.51623e-09,-2.9941e-08
19.682,0,-4.4285e-08,-3.48295e-08
19.684,0,-5.32717e-08,-3.51592e-08
19.686,0,-1.51623e-09,-2.99407e-08
19.688,0,4.4285e-08,-3.48269e-08
19.69,0,5.32717e-08,-3.51568e-08
19.692,0,1.51623e-09,-2.9941e-08
19.694,0,-4.4285e-08,-3.48295e-08
19.696,0,-5.32717e-08,-3.51592e-08
19.698,0,-1.51623e-09,-2.99407e-08
19.7,0,4.4285e-08,-3.48269e-08
19.702,0,5.32717e-08,-3.51568e-08
19.704,0,1.51623e-09,-2.9941e-08
19.706,0,-4.4285e-08,-3.48295e-08
19.708,0,-5.32717e-08,-3.51592e-08
19.71,0,-1.51623e-09,-2.99407e-08
19.712,0,4.4285e-08,-3.48269e-08
19.714,0,5.32717e-08,-3.51568e-08
19.716,0,1.51623e-09,-2.9941e-08
19.718,0,-4.4285e-08,-3.48295e-08
19.72,0,-5.32717e-08,-3.51592e-08
19.722,0,-1.51623e-09,-2.99407e-08
19.724,0,4.4285e-08,-3.48269e-08
19.726,0,5.32717e-08,-3.51568e-08
19.728,0,1.51623e-09,-2.9941e-08
19.73,0,-4.4285e-08,-3.48295e-08
19.732,0,-5.32717e-08,-3.51592e-08
19.734,0,-1.51623e-09,-2.99407e-08
19.736,0,4.4285e-08,-3.48269e-08
19.738,0,5.32717e-08,-3.51568e-08
19.74,0,1.51623e-09,-2.9941e-08
19.742,0,-4.4285e-08,-3.48295e-08
19.744,0,-5.32717e-08,-3.51592e-08
19.746,0,-1.51623e-09,-2.99407e-08
19.748,0,4.4285e-08,-3.48269e-08
19.75,0,5.32717e-08,-3.51568e-08
19.752,0,1.51623e-09,-2.9941e-08
19.754,0,-4.4285e-08,-3.48295e-08
19.756,0,-5.32717e-08,-3.51592e-08
19.758,0,-1.51623e-09,-2.99407e-08
19.76,0,4.4285e-08,-3.48269e-08
19.762,0,5.32717e-08,-3.51568e-08
19.764,0,1.51623e-09,-2.9941e-08
19.766,0,-4.4285e-08,-3.48295e-08
19.768,0,-5.32717e-08,-3.51592e-08
19.77,0,-1.51623e-09,-2.99407e-08
19.772,0,4.4285e-08,-3.48269e-08
19.774,0,5.32717e-08,-3.51568e-08
19.776,0,1.51623e-09,-2.9941e-08
19.778,0,-4.4285e-08,-3.48295e-08
19.78,0,-5.32717e-08,-3.51592e-08
19.782,0,-1.51623e-09,-2.99407e-08
19.784,0,4.4285e-08,-3.48269e-08
19.786,0,5.32717e-08,-3.51568e-08
19.79,0,-4.4285e-08,-3.48295e-08
19.792,0,-5.32717e-08,-3.51592e-08
19.794,0,-1.51623e-09,-2.99407e-08
19.796,0,4.4285e-08,-3.48269e-08
19.798,0,5.32717e-08,-3.51568e-08
19.8,0,1.51623e-09,-2.9941e-08
19.802,0,-4.4285e-08,-3.48295e-08
19.804,0,-5.32717e-08,-3.51592e-08
19.806,0,-1.51623e-09,-2.99407e-08
19.808,0,4.4285e-08,-3.48269e-08
19.81,0,5.32717e-08,-3.51568e-08
19.812,0,1.51623e-09,-2.9941e-08
19.814,0,-4.4285e-08,-3.48295e-08
19.816,0,-5.32717e-08,-3.51592e-08
19.818,0,-1.51623e-09,-2.99407e-08
19.82,0,4.4285e-08,-3.48269e-08
19.822,0,5.32717e-08,-3.51568e-08
19.824,0,1.51623e-09,-2.9941e-08
19.826,0,-4.4285e-08,-3.48295e-08
19.828,0,-5.32717e-08,-3.51592e-08
19.83,0,-1.51623e-09,-2.99407e-08
19.832,0,4.4285e-08,-3.48269e-08
19.834,0,5.32717e-08,-3.51568e-08
19.836,0,1.51623e-09,-2.9941e-08
19.838,0,-4.4285e-08,-3.48295e-08
19.84,0,-5.32717e-08,-3.51592e-08
19.842,0,-1.51623e-09,-2.99407e-08
19.844,0,4.4285e-08,-3.48269e-08
19.846,0,5.32717e-08,-3.51568e-08
19.848,0,1.51623e-09,-2.9941e-08
19.85,0,-4.4285e-08,-3.48295e-08
19.852,0,-5.32717e-08,-3.51592e-08
19.854,0,-1.51623e-09,-2.99407e-08
19.856,0,4.4285e-08,-3.48269e-08
19.858,0,5.32717e-08,-3.51568e-08
19.86,0,1.51623e-09,-2.9941e-08
19.862,0,-4.4285e-08,-3.48295e-08
19.864,0,-5.32717e-08,-3.51592e-08
19.866,0,-1.51623e-09,-2.99407e-08
19.868,0,4.4285e-08,-3.48269e-08
19.87,0,5.32717e-08,-3.51568e-08
19.872,0,1.51623e-09,-2.9941e-08
19.874,0,-4.4285e-08,-3.48295e-08
19.876,0,-5.32717e-08,-3.51592e-08
19.878,0,-1.51623e-09,-2.99407e-08
19.88,0,4.4285e-08,-3.48269e-08
19.882,0,5.32717e-08,-3.51568e-08
19.884,0,1.51623e-09,-2.9941e-08
19.886,0,-4.4285e-08,-3.48295e-08
19.888,0,-5.32717e-08,-3.51592e-08
19.89,0,-1.51623e-09,-2.99407e-08
19.892,0,4.4285e-08,-3.48269e-08
19.894,0,5.32717e-08,-3.51568e-08
19.896,0,1.51623e-09,-2.9941e-08
19.898,0,-4.4285e-08,-3.48295e-08
19.9,0,-5.32717e-08,-3.51592e-08
19.902,0,-1.51623e-09,-2.99407e-08
19.904,0,4.4285e-08,-3.48269e-08
19.906,0,5.32717e-08,-3.51568e-08
19.908,0,1.51623e-09,-2.9941e-08
19.91,0,-4.4285e-08,-3.48295e-08
19.912,0,-5.32717e-08,-3.51592e-08
19.914,0,-1.51623e-09,-2.99407e-08
19.916,0,4.4285e-08,-3.48269e-08
19.918,0,5.32717e-08,-3.51568e-08
19.92,0,1.51623e-09,-2.9941e-08
19.922,0,-4.4285e-08,-3.48295e-08
19.924,0,-5.32717e-08,-3.51592e-08
19.926,0,-1.51623e-09,-2.99407e-08
19.928,0,4.4285e-08,-3.48269e-08
19.93,0,5.32717e-08,-3.51568e-08
19.932,0,1.51623e-09,-2.9941e-08
19.934,0,-4.4285e-08,-3.48295e-08
19.936,0,-5.32717e-08,-3.51592e-08
19.938,0,-1.51623e-09,-2.99407e-08
19.94,0,4.4285e-08,-3.48269e-08
19.942,0,5.32717e-08,-3.51568e-08
19.944,0,1.51623e-09,-2.9941e-08
19.946,0,-4.4285e-08,-3.48295e-08
19.948,0,-5.32717e-08,-3.51592e-08
19.95,0,-1.51623e-09,-2.99407e-08
19.952,0,4.4285e-08,-3.48269e-08
19.954,0,5.32717e-08,-3.51568e-08
19.956,0,1.51623e-09,-2.9941e-08
19.958,0,-4.4285e-08,-3.48295e-08
19.96,0,-5.32717e-08,-3.51592e-08
19.962,0,-1.51623e-09,-2.99407e-08
19.964,0,4.4285e-08,-3.48269e-08
19.966,0,5.32717e-08,-3.51568e-08
19.968,0,1.51623e-09,-2.9941e-08
19.97,0,-4.4285e-08,-3.48295e-08
19.972,0,-5.32717e-08,-3.51592e-08
19.974,0,-1.51623e-09,-2.99407e-08
19.976,0,4.4285e-08,-3.48269e-08
19.978,0,5.32717e-08,-3.51568e-08
19.98,0,1.51623e-09,-2.9941e-08
19.982,0,-4.4285e-08,-3.48295e-08
19.984,0,-5.32717e-08,-3.51592e-08
19.986,0,-1.51623e-09,-2.99407e-08
19.988,0,4.4285e-08,-3.48269e-08
19.99,0,5.32717e-08,-3.51568e-08
19.992,0,1.51623e-09,-2.9941e-08
19.994,0,-4.4285e-08,-3.48295e-08
19.996,0,-5.32717e-08,-3.51592e-08
19.998,0,-1.51623e-09,-2.99407e-08
20,0,4.4285e-08,-3.48269e-08
20.002,0,5.32717e-08,-3.51568e-08
20.004,0,1.51623e-09,-2.9941e-08
20.006,0,-4.4285e-08,-3.48295e-08
20.008,0,-5.32717e-08,-3.51592e-08
20.01,0,-1.51623e-09,-2.99407e-08
20.012,0,4.4285e-08,-3.48269e-08
20.014,0,5.32717e-08,-3.51568e-08
20.016,0,1.51623e-09,-2.9941e-08
20.018,0,-4.4285e-08,-3.48295e-08
20.02,0,-5.32717e-08,-3.51592e-08
20.022,0,-1.51623e-09,-2.99407e-08
20.024,0,4.4285e-08,-3.48269e-08
20.026,0,5.32717e-08,-3.51568e-08
20.028,0,1.51623e-09,-2.9941e-08
20.03,0,-4.4285e-08,-3.48295e-08
20.032,0,-5.32717e-08,-3.51592e-08
20.034,0,-1.51623e-09,-2.99407e-08
20.036,0,4.4285e-08,-3.48269e-08
20.038,0,5.32717e-08,-3.51568e-08
20.04,0,1.51623e-09,-2.9941e-08
20.042,0,-4.4285e-08,-3.48295e-08
20.044,0,-5.32717e-08,-3.51592e-08
20.046,0,-1.51623e-09,-2.99407e-08
20.048,0,4.4285e-08,-3.48269e-08
20.05,0,5.32717e-08,-3.51568e-08
20.052,0,1.51623e-09,-2.9941e-08
20.054,0,-4.4285e-08,-3.48295e-08
20.056,0,-5.32717e-08,-3.51592e-08
20.058,0,-1.51623e-09,-2.99407e-08
20.06,0,4.4285e-08,-3.48269e-08
20.062,0,5.32717e-08,-3.51568e-08
20.064,0,1.51623e-09,-2.9941e-08
20.066,0,-4.4285e-08,-3.48295e-08
20.068,0,-5.32717e-08,-3.51592e-08
20.07,0,-1.51623e-09,-2.99407e-08
20.072,0,4.4285e-08,-3.48269e-08
20.074,0,5.32717e-08,-3.51568e-08
20.076,0,1.51623e-09,-2.9941e-08
20.078,0,-4.4285e-08,-3.48295e-08
20.08,0,-5.32717e-08,-3.51592e-08
20.082,0,-1.51623e-09,-2.99407e-08
20.084,0,4.4285e-08,-3.48269e-08
20.086,0,5.32717e-08,-3.51568e-08
20.088,0,1.51623e-09,-2.9941e-08
20.09,0,-4.4285e-08,-3.48295e-08
20.092,0,-5.32717e-08,-3.51592e-08
20.094,0,-1.51623e-09,-2.99407e-08
20.096,0,4.4285e-08,-3.48269e-08
20.098,0,5.32717e-08,-3.51568e-08
20.1,0,1.51623e-09,-2.9941e-08
20.102,0,-4.4285e-08,-3.48295e-08
20.104,0,-5.32717e-08,-3.51592e-08
20.106,0,-1.51623e-09,-2.99407e-08
20.108,0,4.4285e-08,-3.48269e-08
20.11,0,5.32717e-08,-3.51568e-08
20.112,0,1.51623e-09,-2.9941e-08
20.114,0,-4.4285e-08,-3.48295e-08
20.116,0,-5.32717e-08,-3.51592e-08
20.118,0,-1.51623e-09,-2.99407e-08
20.12,0,4.4285e-08,-3.48269e-08
20.122,0,5.32717e-08,-3.51568e-08
20.124,0,1.51623e-09,-2.9941e-08
20.126,0,-4.4285e-08,-3.48295e-08
20.128,0,-5.32717e-08,-3.51592e-08
20.13,0,-1.51623e-09,-2.99407e-08
20.132,0,4.4285e-08,-3.48269e-08
20.134,0,5.32717e-08,-3.51568e-08
20.136,0,1.51623e-09,-2.9941e-08
20.138,0,-4.4285e-08,-3.48295e-08
20.14,0,-5.32717e-08,-3.51592e-08
20.142,0,-1.51623e-09,-2.99407e-08
20.144,0,4.4285e-08,-3.48269e-08
20.146,0,5.32717e-08,-3.51568e-08
20.148,0,1.51623e-09,-2.9941e-08
20.15,0,-4.4285e-08,-3.48295e-08
20.152,0,-5.32717e-08,-3.51592e-08
20.154,0,-1.51623e-09,-2.99407e-08
20.156,0,4.4285e-08,-3.48269e-08
20.158,0,5.32717e-08,-3.51568e-08
20.16,0,1.51623e-09,-2.9941e-08
20.162,0,-4.4285e-08,-3.48295e-08
20.164,0,-5.32717e-08,-3.51592e-08
20.166,0,-1.51623e-09,-2.99407e-08
20.168,0,4.4285e-08,-3.48269e-08
20.17,0,5.32717e-08,-3.51568e-08
20.172,0,1.51623e-09,-2.9941e-08
20.174,0,-4.4285e-08,-3.48295e-08
20.176,0,-5.32717e-08,-3.51592e-08
20.178,0,-1.51623e-09,-2.99407e-08
20.18,0,4.4285e-08,-3.48269e-08
20.182,0,5.32717e-08,-3.51568e-08
20.184,0,1.51623e-09,-2.9941e-08
20.186,0,-4.4285e-08,-3.48295e-08
20.188,0,-5.32717e-08,-3.51592e-08
20.19,0,-1.51623e-09,-2.99407e-08
20.192,0,4.4285e-08,-3.48269e-08
20.194,0,5.32717e-08,-3.51568e-08
20.196,0,1.51623e-09,-2.9941e-08
20.198,0,-4.4285e-08,-3.48295e-08
20.2,0,-5.32717e-08,-3.51592e-08
20.202,0,-1.51623e-09,-2.99407e-08
20.204,0,4.4285e-08,-3.48269e-08
20.206,0,5.32717e-08,-3.51568e-08
20.208,0,1.51623e-09,-2.9941e-08
20.21,0,-4.4285e-08,-3.48295e-08
20.212,0,-5.32717e-08,-3.51592e-08
20.214,0,-1.51623e-09,-2.99407e-08
20.216,0,4.4285e-08,-3.48269e-08
20.218,0,5.32717e-08,-3.51568e-08
20.22,0,1.51623e-09,-2.9941e-08
20.222,0,-4.4285e-08,-3.48295e-08
20.224,0,-5.32717e-08,-3.51592e-08
20.226,0,-1.51623e-09,-2.99407e-08
20.228,0,4.4285e-08,-3.48269e-08
20.23,0,5.32717e-08,-3.51568e-08
20.232,0,1.51623e-09,-2.9941e-08
20.234,0,-4.4285e-08,-3.48295e-08
20.236,0,-5.32717e-08,-3.51592e-08
20.238,0,-1.51623e-09,-2.99407e-08
20.24,0,4.4285e-08,-3.48269e-08
20.242,0,5.32717e-08,-3.51568e-08
20.244,0,1.51623e-09,-2.9941e-08
20.246,0,-4.4285e-08,-3.48295e-08
20.248,0,-5.32717e-08,-3.51592e-08
20.25,0,-1.51623e-09,-2.99407e-08
20.252,0,4.4285e-08,-3.48269e-08
20.254,0,5.32717e-08,-3.51568e-08
20.256,0,1.51623e-09,-2.9941e-08
20.258,0,-4.4285e-08,-3.48295e-08
20.26,0,-5.32717e-08,-3.51592e-08
20.262,0,-1.51623e-09,-2.99407e-08
20.264,0,4.4285e-08,-3.48269e-08
20.266,0,5.32717e-08,-3.51568e-08
20.268,0,1.51623e-09,-2.9941e-08
20.27,0,-4.4285e-08,-3.48295e-08
20.272,0,-5.32717e-08,-3.51592e-08
20.274,0,-1.51623e-09,-2.99407e-08
20.276,0,4.4285e-08,-3.48269e-08
20.278,0,5.32717e-08,-3.51568e-08
20.28,0,1.51623e-09,-2.9941e-08
20.282,0,-4.4285e-08,-3.48295e-08
20.284,0,-5.32717e-08,-3.51592e-08
20.286,0,-1.51623e-09,-2.99407e-08
20.288,0,4.4285e-08,-3.48269e-08
20.29,0,5.32717e-08,-3.51568e-08
20.292,0,1.51623e-09,-2.9941e-08
20.294,0,-4.4285e-08,-3.48295e-08
20.296,0,-5.32717e-08,-3.51592e-08
20.298,0,-1.51623e-09,-2.99407e-08
20.3,0,4.4285e-08,-3.48269e-08
20.302,0,5.32717e-08,-3.51568e-08
20.304,0,1.51623e-09,-2.9941e-08
20.306,0,-4.4285e-08,-3.48295e-08
20.308,0,-5.32717e-08,-3.51592e-08
20.31,0,-1.51623e-09,-2.99407e-08
20.312,0,4.4285e-08,-3.48269e-08
20.314,0,5.32717e-08,-3.51568e-08
20.316,0,1.51623e-09,-2.9941e-08
20.318,0,-4.4285e-08,-3.48295e-08
20.32,0,-5.32717e-08,-3.51592e-08
20.322,0,-1.51623e-09,-2.99407e-08
20.324,0,4.4285e-08,-3.48269e-08
20.326,0,5.32717e-08,-3.51568e-08
20.328,0,1.51623e-09,-2.9941e-08
20.33,0,-4.4285e-08,-3.48295e-08
20.332,0,-5.32717e-08,-3.51592e-08
20.334,0,-1.51623e-09,-2.99407e-08
20.336,0,4.4285e-08,-3.48269e-08
20.338,0,5.32717e-08,-3.51568e-08
20.34,0,1.51623e-09,-2.9941e-08
20.342,0,-4.4285e-08,-3.48295e-08
20.344,0,-5.32717e-08,-3.51592e-08
20.346,0,-1.51623e-09,-2.99407e-08
20.348,0,4.4285e-08,-3.48269e-08
20.35,0,5.32717e-08,-3.51568e-08
20.352,0,1.51623e-09,-2.9941e-08
20.354,0,-4.4285e-08,-3.48295e-08
20.356,0,-5.32717e-08,-3.51592e-08
20.358,0,-1.51623e-09,-2.99407e-08
20.36,0,4.4285e-08,-3.48269e-08
20.362,0,5.32717e-08,-3.51568e-08
20.364,0,1.51623e-09,-2.9941e-08
20.366,0,-4.4285e-08,-3.48295e-08
20.368,0,-5.32717e-08,-3.51592e-08
20.37,0,-1.51623e-09,-2.99407e-08
20.372,0,4.4285e-08,-3.48269e-08
20.374,0,5.32717e-08,-3.51568e-08
20.376,0,1.51623e-09,-2.9941e-08
20.378,0,-4.4285e-08,-3.48295e-08
20.38,0,-5.32717e-08,-3.51592e-08
20.382,0,-1.51623e-09,-2.99407e-08
20.384,0,4.4285e-08,-3.48269e-08
20.386,0,5.32717e-08,-3.51568e-08
20.388,0,1.51623e-09,-2.9941e-08
20.39,0,-4.4285e-08,-3.48295e-08
20.392,0,-5.32717e-08,-3.51592e-08
20.394,0,-1.51623e-09,-2.99407e-08
20.396,0,4.4285e-08,-3.48269e-08
20.398,0,5.32717e-08,-3.51568e-08
20.4,0,1.51623e-09,-2.9941e-08
20.402,0,-4.4285e-08,-3.48295e-08
20.404,0,-5.32717e-08,-3.51592e-08
20.406,0,-1.51623e-09,-2.99407e-08
20.408,0,4.4285e-08,-3.48269e-08
20.41,0,5.32717e-08,-3.51568e-08
20.412,0,1.51623e-09,-2.9941e-08
20.414,0,-4.4285e-08,-3.48295e-08
20.416,0,-5.32717e-08,-3.51592e-08
20.418,0,-1.51623e-09,-2.99407e-08
20.42,0,4.4285e-08,-3.48269e-08
20.422,0,5.32717e-08,-3.51568e-08
20.424,0,1.51623e-09,-2.9941e-08
20.426,0,-4.4285e-08,-3.48295e-08
20.428,0,-5.32717e-08,-3.51592e-08
20.43,0,-1.51623e-09,-2.99407e-08
20.432,0,4.4285e-08,-3.48269e-08
20.434,0,5.32717e-08,-3.51568e-08
20.436,0,1.51623e-09,-2.9941e-08
20.438,0,-4.4285e-08,-3.48295e-08
20.44,0,-5.32717e-08,-3.51592e-08
20.442,0,-1.51623e-09,-2.99407e-08
20.444,0,4.4285e-08,-3.48269e-08
20.446,0,5.32717e-08,-3.51568e-08
20.448,0,1.51623e-09,-2.9941e-08
20.45,0,-4.4285e-08,-3.48295e-08
20.452,0,-5.32717e-08,-3.51592e-08
20.454,0,-1.51623e-09,-2.99407e-08
20.456,0,4.4285e-08,-3.48269e-08
20.458,0,5.32717e-08,-3.51568e-08
20.46,0,1.51623e-09,-2.9941e-08
20.462,0,-4.4285e-08,-3.48295e-08
20.464,0,-5.32717e-08,-3.51592e-08
20.466,0,-1.51623e-09,-2.99407e-08
20.468,0,4.4285e-08,-3.48269e-08
20.47,0,5.32717e-08,-3.51568e-08
20.472,0,1.51623e-09,-2.9941e-08
20.474,0,-4.4285e-08,-3.48295e-08
20.476,0,-5.32717e-08,-3.51592e-08
20.478,0,-1.51623e-09,-2.99407e-08
20.48,0,4.4285e-08,-3.48269e-08
20.482,0,5.32717e-08,-3.51568e-08
20.484,0,1.51623e-09,-2.9941e-08
20.486,0,-4.4285e-08,-3.48295e-08
20.488,0,-5.32717e-08,-3.51592e-08
20.49,0,-1.51623e-09,-2.99407e-08
20.492,0,4.4285e-08,-3.48269e-08
20.494,0,5.32717e-08,-3.51568e-08
20.496,0,1.51623e-09,-2.9941e-08
20.498,0,-4.4285e-08,-3.48295e-08
20.5,0,-5.32717e-08,-3.51592e-08
20.502,0,-1.51623e-09,-2.99407e-08
20.504,0,4.4285e-08,-3.48269e-08
20.506,0,5.32717e-08,-3.51568e-08
20.508,0,1.51623e-09,-2.9941e-08
20.51,0,-4.4285e-08,-3.48295e-08
20.512,0,-5.32717e-08,-3.51592e-08
20.514,0,-1.51623e-09,-2.99407e-08
20.516,0,4.4285e-08,-3.48269e-08
20.518,0,5.32717e-08,-3.51568e-08
20.52,0,1.51623e-09,-2.9941e-08
20.522,0,-4.4285e-08,-3.48295e-08
20.524,0,-5.32717e-08,-3.51592e-08
20.526,0,-1.51623e-09,-2.99407e-08
20.528,0,4.4285e-08,-3.48269e-08
20.53,0,5.32717e-08,-3.51568e-08
20.532,0,1.51623e-09,-2.9941e-08
20.534,0,-4.4285e-08,-3.48295e-08
20.536,0,-5.32717e-08,-3.51592e-08
20.538,0,-1.51623e-09,-2.99407e-08
20.54,0,4.4285e-08,-3.48269e-08
20.542,0,5.32717e-08,-3.51568e-08
20.544,0,1.51623e-09,-2.9941e-08
20.546,0,-4.4285e-08,-3.48295e-08
20.548,0,-5.32717e-08,-3.51592e-08
20.55,0,-1.51623e-09,-2.99407e-08
